Eid|Sid|Order|Title|Created at|Description|Course
346|5|62|Pearson's chi square test (goodness of fit) , Probability and Statistics , Khan Academy|2010-11-10T21:20:34Z|Introduction to statistics.  Will eventually cover all of the major topics in a first-year statistics course (not there yet!)|2QeDRsxSF9M
347|5|63|Contingency table chi-square test , Probability and Statistics , Khan Academy|2010-11-11T18:03:28Z|Introduction to statistics.  Will eventually cover all of the major topics in a first-year statistics course (not there yet!)|hpWdDmgsIRE
348|5|64|ANOVA 1: Calculating SST (total sum of squares) , Probability and Statistics , Khan Academy|2010-11-12T18:46:49Z|Introduction to statistics.  Will eventually cover all of the major topics in a first-year statistics course (not there yet!)|EFdlFoHI_0I
349|5|65|ANOVA 2: Calculating SSW and SSB (total sum of squares within and between) , Khan Academy|2010-11-12T19:19:24Z|Introduction to statistics.  Will eventually cover all of the major topics in a first-year statistics course (not there yet!)|j9ZPMlVHJVs
350|5|66|ANOVA 3: Hypothesis test with F-statistic , Probability and Statistics , Khan Academy|2010-11-12T20:20:17Z|Introduction to statistics.  Will eventually cover all of the major topics in a first-year statistics course (not there yet!)|Xg8_iSkJpAE
351|5|67|Correlation and causality , Statistical studies , Probability and Statistics , Khan Academy|2011-08-18T19:18:02Z|Introduction to statistics.  Will eventually cover all of the major topics in a first-year statistics course (not there yet!)|ROpbdO-gRUo
352|6|1|Probability explained , Independent and dependent events , Probability and Statistics , Khan Academy|2011-08-03T15:29:01Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|uzkc-qNVoOk
353|6|2|Probability with playing cards and Venn diagrams , Probability and Statistics , Khan Academy|2011-08-03T20:34:45Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|obZzOq_wSCg
354|6|3|Addition rule for probability , Probability and Statistics , Khan Academy|2011-08-05T15:42:45Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|QE2uR6Z-NcU
355|6|4|Finding probability example 2 , Probability and Statistics , Khan Academy|2011-04-13T22:20:18Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|mLE-SlOZToc
356|6|5|Compound probability of independent events , Probability and Statistics , Khan Academy|2011-08-09T17:06:20Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|xSc4oLA9e8o
357|6|6|Coin flipping probability , Probability and Statistics , Khan Academy|2011-08-09T17:23:43Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|mkyZ45KQYi4
358|6|7|Probability without equally likely events , Probability and Statistics , Khan Academy|2011-08-09T18:29:35Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|RI874OSJp1U
359|6|8|Getting exactly two heads (combinatorics) , Probability and Statistics , Khan Academy|2011-08-10T16:11:04Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|8TIben0bJpU
360|6|9|Exactly three heads in five flips , Probability and Statistics , Khan Academy|2011-08-10T16:09:56Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|udG9KhNMKJw
361|6|10|Frequency stability property short film , Computer Science , Khan Academy|2012-02-02T21:56:43Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|vVXbgbMp0oY
362|6|11|Generalizing with binomial coefficients (bit advanced) , Probability and Statistics , Khan Academy|2011-08-10T16:34:45Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|AOsWph2FNLw
363|6|12|Probability (part 2)|2008-05-03T18:34:48Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|6E_NVnboMB8
364|6|13|Probability (part 3)|2008-05-03T19:36:20Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|wBDOCvHYckE
365|6|14|Probability (part 4)|2008-05-03T21:58:06Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|W581OBM9rAY
366|6|15|Probability (part 5)|2008-05-03T22:00:17Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|2XToWi9j0Tk
367|6|16|Probability (part 6)|2008-05-03T22:27:09Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|xf3vfczoCho
368|6|17|Dependent probability example , Probability and Statistics , Khan Academy|2011-05-23T15:00:04Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|xPUm5SUVzTE
369|6|18|Dependent probability example 2 , Probability and Statistics , Khan Academy|2011-05-23T15:27:28Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|7BkcNLOf56w
370|6|19|Probability (part 7)|2008-05-03T22:50:15Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|BLcgeLALLnc
371|6|20|Probability (part 8)|2008-05-03T22:56:26Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|VVr8snbaxZg
372|6|21|Permutations|2008-05-07T01:17:11Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|XqQTXW7XfYA
373|6|22|Combinations|2008-05-07T01:46:41Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|bCxMhncR7PU
374|6|23|Probability using combinations , Probability and Statistics , Khan Academy|2008-05-11T00:57:48Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|Xqfcy1rqMbI
375|6|24|Probability and combinations (part 2) , Probability and Statistics , Khan Academy|2008-05-12T04:30:12Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|W7DmsJKLoxc
376|6|25|Conditional probability and combinations , Probability and Statistics , Khan Academy|2008-05-12T05:24:25Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|xw6utjoyMi4
377|6|26|Birthday probability problem , Probability and Statistics , Khan Academy|2009-01-26T06:48:55Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|9G0w61pZPig
378|6|27|Introduction to Random Variables|2009-02-16T06:10:34Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|IYdiKeQ9xEI
379|6|28|Probability density functions , Probability and Statistics , Khan Academy|2009-02-16T06:25:47Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|Fvi9A_tEmXQ
380|6|29|Binomial Distribution 1|2009-02-23T21:28:40Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|O12yTz_8EOw
381|6|30|Binomial Distribution 2|2009-02-24T00:57:24Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|FI8xtVaI068
382|6|31|Binomial Distribution 3|2009-02-24T01:10:06Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|vKNpQ_KTXvE
383|6|32|Binomial Distribution 4|2009-02-24T00:39:26Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|H0ZgOGWUcJw
384|6|33|Expected Value: E(X)|2009-02-24T20:46:10Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|j__Kredt7vY
385|6|34|Expected value of binomial distribution , Probability and Statistics , Khan Academy|2009-02-27T00:09:47Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|SqcxYnNlI3Y
386|6|35|Poisson process 1 , Probability and Statistics , Khan Academy|2009-03-01T21:09:50Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|3z-M6sbGIZ0
387|6|36|Poisson process 2 , Probability and Statistics , Khan Academy|2009-03-01T21:11:46Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|Jkr4FSrNEVY
388|6|37|Law of large numbers , Probability and Statistics , Khan Academy|2009-03-05T17:09:08Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|VpuN8vCQ--M
389|6|38|Term life insurance and death probability , Finance & Capital Markets , Khan Academy|2011-04-18T16:23:37Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|NSSoMafbBqQ
390|6|39|Mega millions jackpot probability , Probability and combinatorics , Precalculus , Khan Academy|2012-03-28T22:29:18Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|gyqodNhM3EU
391|6|40|Free throwing probability , Probability and Statistics , Khan Academy|2012-04-30T15:07:58Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|iMqCSgqzmiQ
392|6|41|Three pointer vs free throwing probability , Probability and Statistics , Khan Academy|2012-05-21T19:27:42Z|Basic probability.  Should have a reasonable grounding in basic algebra before watching.|PddbEVNMgTY
393|7|1|Introduction to limits , Limits , Differential Calculus , Khan Academy|2011-05-19T15:02:46Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|riXcZT2ICjA
394|7|2|Introduction to limits 2 , Limits , Precalculus , Khan Academy|2007-09-30T18:16:25Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|W0VWO4asgmk
395|7|3|Limit examples (part 1) , Limits , Differential Calculus , Khan Academy|2007-09-30T18:33:07Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|GGQngIp0YGI
396|7|4|Limit examples (part 2) , Limits , Differential Calculus , Khan Academy|2007-09-30T18:19:55Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|YRw8udexH4o
397|7|5|Limit examples (part 3) , Limits , Differential Calculus , Khan Academy|2007-09-30T21:34:52Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|gWSDDopD9sk
398|7|6|Limit examples w/ brain malfunction on first prob (part 4) , Differential Calculus , Khan Academy|2008-06-10T23:23:08Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|xjkSE9cPqzo
399|7|7|Squeeze theorem (sandwich theorem) , Limits , Differential Calculus , Khan Academy|2008-06-25T04:01:39Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|igJdDN-DPgA
400|7|8|Proof: lim (sin x)/x , Limits , Differential Calculus , Khan Academy|2008-06-25T03:58:28Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|Ve99biD1KtA
401|7|9|More limits , Limits , Differential Calculus , Khan Academy|2008-06-26T01:40:08Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|rkeU8_4nzKo
402|7|10|Sequences and Series (part 1)|2008-04-28T04:45:58Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|VgVJrSJxkDk
403|7|11|Sequences and series (part 2)|2008-04-28T04:56:29Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|U_8GRLJplZg
404|7|12|Permutations|2008-05-07T01:17:11Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|XqQTXW7XfYA
405|7|13|Combinations|2008-05-07T01:46:41Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|bCxMhncR7PU
406|7|14|Binomial Theorem (part 1)|2008-05-13T01:52:49Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|Cv4YhIMfbeM
407|7|15|Binomial Theorem (part 2)|2008-05-13T01:48:09Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|-fFWWt1m9k0
408|7|16|Binomial theorem combinatorics connection , Algebra II , Khan Academy|2008-05-13T02:02:20Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|xF_hJaXUNfE
409|7|17|Introduction to interest , Interest and debt , Finance & Capital Markets , Khan Academy|2008-04-22T22:58:43Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|GtaoP0skPWc
410|7|18|Interest (part 2) , Interest and debt , Finance & Capital Markets , Khan Academy|2008-04-22T23:34:32Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|t4zfiBw0hwM
411|7|19|Introduction to compound interest and e , Algebra II , Khan Academy|2008-04-22T21:52:17Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|qEB6y4DklNY
412|7|20|Compound interest and e (part 2) , Exponential and logarithmic functions , Algebra II , Khan Academy|2008-04-22T21:51:23Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|dzMvqJMLy9c
413|7|21|Compound interest and e (part 3) , Exponential and logarithmic functions , Algebra II , Khan Academy|2008-04-22T21:58:11Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|sQYpUJV8foY
414|7|22|Compound interest and e (part 4) , Exponential and logarithmic functions , Algebra II , Khan Academy|2008-04-22T22:17:35Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|VAxHMTJRhmY
415|7|23|Exponential Growth|2008-06-26T01:38:32Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|JWfTckls59k
416|7|24|Polar coordinates 1 , Parametric equations and polar coordinates , Precalculus , Khan Academy|2009-02-03T06:14:45Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|jexMSlSDubM
417|7|25|Polar coordinates 2 , Parametric equations and polar coordinates , Precalculus , Khan Academy|2009-02-03T06:16:58Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|zGpbSGj_vfE
418|7|26|Polar coordinates 3 , Parametric equations and polar coordinates , Precalculus , Khan Academy|2009-02-03T06:18:35Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|9iqN12hCn10
419|7|27|Parametric equations 1 , Parametric equations and polar coordinates , Precalculus , Khan Academy|2009-07-28T17:52:42Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|m6c6dlmUT1c
420|7|28|Parametric equations 2 , Parametric equations and polar coordinates , Precalculus , Khan Academy|2009-07-28T20:54:14Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|wToSIQJ2o_8
421|7|29|Parametric equations 3 , Parametric equations and polar coordinates , Precalculus , Khan Academy|2009-07-28T21:20:54Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|57BiI_iD3-U
422|7|30|Parametric equations 4 , Parametric equations and polar coordinates , Precalculus , Khan Academy|2009-07-29T16:22:05Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|IReD6c_njOY
423|7|31|Introduction to function inverses , Functions and their graphs , Algebra II , Khan Academy|2010-07-16T18:12:55Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|W84lObmOp8M
424|7|32|Function inverse example 1 , Functions and their graphs , Algebra II , Khan Academy|2010-07-17T19:17:23Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|wSiamij_i_k
425|7|33|Function inverses example 2 , Functions and their graphs , Algebra II , Khan Academy|2010-07-16T18:45:56Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|aeyFb2eVH1c
426|7|34|Function inverses example 3 , Functions and their graphs , Algebra II , Khan Academy|2010-07-16T19:18:55Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|Bq9cq9FZuNM
427|7|35|Basic complex analysis , Imaginary and complex numbers , Precalculus , Khan Academy|2010-12-16T17:23:55Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|FwuPXchH2rA
428|7|36|Exponential form to find complex roots , Imaginary and complex numbers , Precalculus , Khan Academy|2010-12-16T17:58:24Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|N0Y8ia57C24
429|7|37|Complex conjugates , Imaginary and complex numbers , Precalculus , Khan Academy|2010-12-16T18:40:29Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|BZxZ_eEuJBM
430|7|38|Series sum example , Sequences, series and induction , Precalculus , Khan Academy|2010-12-29T18:02:05Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|A6fbDssPeac
431|7|39|Complex determinant example , Imaginary and complex numbers , Precalculus , Khan Academy|2010-12-29T17:38:57Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|E7OkUomRq1Q
432|7|40|2003 AIME II problem 8 , AIME , Math for fun and glory , Khan Academy|2011-01-07T22:38:22Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|ZFN63oTeYzc
433|7|41|Logarithmic scale , Logarithms , Algebra II , Khan Academy|2011-08-25T22:06:25Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|sBhEi4L91Sg
434|7|42|Vi and Sal explore how we think about scale , Algebra II , Khan Academy|2011-08-24T01:33:39Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|4xfOq00BzJA
435|7|43|Vi and Sal talk about the mysteries of Benford's law , Logarithms , Algebra II , Khan Academy|2011-08-24T00:57:15Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|6KmeGpjeLZ0
436|7|44|Benford's law explanation (sequel to mysteries of Benford's law) , Algebra II , Khan Academy|2011-08-24T01:32:51Z|"Non-trigonometry pre-calculus topics.  Solid understanding of all of the topics in the ""Algebra"" playlist should make this playlist pretty digestible."|SZUDoEdjTzg
437|8|1|Introduction to chemistry , Atoms, compounds, and ions , Chemistry , Khan Academy|2016-07-18T19:16:38Z|Videos on chemistry (roughly covering a first-year high school or college course).|Rd4a1X3B61w
438|8|2|Elements and atoms , Atoms, compounds, and ions , Chemistry , Khan Academy|2011-08-01T02:06:03Z|Videos on chemistry (roughly covering a first-year high school or college course).|IFKnq9QM6_A
439|8|3|Introduction to the atom , Chemistry of life , Biology , Khan Academy|2009-08-25T17:14:04Z|Videos on chemistry (roughly covering a first-year high school or college course).|1xSQlwWGT8M
440|8|4|Orbitals , Electronic structure of atoms , Chemistry , Khan Academy|2009-08-25T19:24:39Z|Videos on chemistry (roughly covering a first-year high school or college course).|yBrp8uvNAhI
441|8|5|More on orbitals and electron configuration , Chemistry , Khan Academy|2009-08-25T21:39:30Z|Videos on chemistry (roughly covering a first-year high school or college course).|FmQoSenbtnU
442|8|6|Electron Configurations|2009-08-25T21:41:39Z|Videos on chemistry (roughly covering a first-year high school or college course).|RJlEH5Jz80w
443|8|7|Electron configurations 2 , Electronic structure of atoms , Chemistry , Khan Academy|2009-08-25T21:51:23Z|Videos on chemistry (roughly covering a first-year high school or college course).|YURReI6OJsg
444|8|8|Noble gas configuration (old, low volume)|2015-12-17T19:36:22Z|Videos on chemistry (roughly covering a first-year high school or college course).|XWPheDUdMzI
445|8|9|Noble gas configuration , Electronic structure of atoms , Chemistry , Khan Academy|2015-12-18T20:29:39Z|Videos on chemistry (roughly covering a first-year high school or college course).|tlSJCG5DqzI
446|8|10|Valence Electrons|2009-08-26T15:14:55Z|Videos on chemistry (roughly covering a first-year high school or college course).|1TZA171yxY4
447|8|11|Groups of the Periodic Table|2009-08-26T15:06:49Z|Videos on chemistry (roughly covering a first-year high school or college course).|LDHg7Vgzses
448|8|12|Periodic Table Trends: Ionization Energy|2009-08-26T17:07:26Z|Videos on chemistry (roughly covering a first-year high school or college course).|ywqg9PorTAw
449|8|13|Other Periodic Table Trends|2009-08-26T18:23:50Z|Videos on chemistry (roughly covering a first-year high school or college course).|XMLd-O6PgVs
450|8|14|Ionic, covalent, and metallic bonds , Chemical bonds , Chemistry , Khan Academy|2009-08-26T22:41:22Z|Videos on chemistry (roughly covering a first-year high school or college course).|CGA8sRwqIFg
451|8|15|Molecular and Empirical Formulas|2009-08-27T17:12:12Z|Videos on chemistry (roughly covering a first-year high school or college course).|gfBcM3uvWfs
452|8|16|The mole and Avogadro's number , Atoms, compounds, and ions , Chemistry , Khan Academy|2009-08-27T17:16:38Z|Videos on chemistry (roughly covering a first-year high school or college course).|AsqEkF7hcII
453|8|17|Formula from Mass Composition|2009-08-27T17:42:04Z|Videos on chemistry (roughly covering a first-year high school or college course).|xatVrAh2U0E
454|8|18|Another mass composition problem , Chemistry , Khan Academy|2009-08-27T18:01:17Z|Videos on chemistry (roughly covering a first-year high school or college course).|sXOIIEZh6qg
455|8|19|Balancing Chemical Equations|2009-08-27T19:11:29Z|Videos on chemistry (roughly covering a first-year high school or college course).|RnGu3xO2h74
456|8|20|Stoichiometry , Chemical reactions and stoichiometry , Chemistry , Khan Academy|2009-08-27T21:18:58Z|Videos on chemistry (roughly covering a first-year high school or college course).|SjQG3rKSZUQ
457|8|21|Stoichiometry: Limiting reagent , Chemical reactions and stoichiometry , Chemistry , Khan Academy|2009-08-27T21:48:11Z|Videos on chemistry (roughly covering a first-year high school or college course).|rESzyhPOJ7I
458|8|22|Ideal gas equation: PV = nRT , Chemistry , Khan Academy|2009-08-28T17:57:43Z|Videos on chemistry (roughly covering a first-year high school or college course).|WScwPIPqZa0
459|8|23|Ideal gas equation example 1 , Chemistry , Khan Academy|2009-08-28T18:21:04Z|Videos on chemistry (roughly covering a first-year high school or college course).|erjMiErRgSQ
460|8|24|Ideal gas equation example 2 , Chemistry , Khan Academy|2009-08-28T19:10:11Z|Videos on chemistry (roughly covering a first-year high school or college course).|GwoX_BemwHs
461|8|25|Ideal gas equation example 3 , Chemistry , Khan Academy|2009-08-28T19:46:36Z|Videos on chemistry (roughly covering a first-year high school or college course).|69V-60sga3M
462|8|26|Ideal gas equation example 4 , Chemistry , Khan Academy|2009-08-28T20:03:52Z|Videos on chemistry (roughly covering a first-year high school or college course).|Osl6HEDZZ-E
463|8|27|Introduction to partial pressure , Gases and kinetic molecular theory , Chemistry , Khan Academy|2016-05-04T19:34:16Z|Videos on chemistry (roughly covering a first-year high school or college course).|UQHT5RktlVk
464|8|28|Partial pressure example , Chemistry , Khan Academy|2009-08-28T22:18:50Z|Videos on chemistry (roughly covering a first-year high school or college course).|d4bqNf37mBY
465|8|29|States of matter , States of matter and intermolecular forces , Chemistry , Khan Academy|2009-08-30T21:35:29Z|Videos on chemistry (roughly covering a first-year high school or college course).|pKvo0XWZtjo
466|8|30|States of matter follow-up , States of matter and intermolecular forces , Chemistry , Khan Academy|2009-08-31T17:37:14Z|Videos on chemistry (roughly covering a first-year high school or college course).|WenwtcuqOj8
467|8|31|Specific heat, heat of fusion and vaporization example , Chemistry , Khan Academy|2009-09-01T17:32:57Z|Videos on chemistry (roughly covering a first-year high school or college course).|zz4KbvF_X-0
468|8|32|Chilling water problem , States of matter and intermolecular forces , Chemistry , Khan Academy|2009-09-01T21:09:43Z|Videos on chemistry (roughly covering a first-year high school or college course).|lsXcKgjg8Hs
469|8|33|Phase diagrams , States of matter and intermolecular forces , Chemistry , Khan Academy|2009-09-01T22:16:37Z|Videos on chemistry (roughly covering a first-year high school or college course).|Qp87Z4m8R-w
470|8|34|Van der Waals forces , States of matter and intermolecular forces , Chemistry , Khan Academy|2009-09-01T23:47:35Z|Videos on chemistry (roughly covering a first-year high school or college course).|8qfzpJvsp04
471|8|35|Covalent networks, metallic crystals, and ionic crystals , Chemistry , Khan Academy|2009-09-02T02:43:31Z|Videos on chemistry (roughly covering a first-year high school or college course).|Rw_pDVbnfQk
472|8|36|Vapor pressure , States of matter and intermolecular forces , Chemistry , Khan Academy|2009-09-02T16:34:52Z|Videos on chemistry (roughly covering a first-year high school or college course).|hA5jddDYcyg
473|8|37|Suspensions, colloids and solutions , Chemistry , Khan Academy|2009-09-02T23:26:38Z|Videos on chemistry (roughly covering a first-year high school or college course).|3ROWXs3jtQU
474|8|38|Solubility and intermolecular forces , Chemistry , Khan Academy|2009-09-03T15:45:06Z|Videos on chemistry (roughly covering a first-year high school or college course).|zjIVJh4JLNo
475|8|39|Boiling point elevation and freezing point depression , Chemistry , Khan Academy|2009-09-03T16:54:48Z|Videos on chemistry (roughly covering a first-year high school or college course).|z9LxdqYntlU
476|8|40|Introduction to kinetics , Energy and enzymes , Biology , Khan Academy|2009-09-03T18:48:04Z|Videos on chemistry (roughly covering a first-year high school or college course).|__zy-oOLPug
477|8|41|Reactions in equilibrium , Chemical equilibrium , Chemistry , Khan Academy|2009-09-03T20:10:30Z|Videos on chemistry (roughly covering a first-year high school or college course).|CGJjjm7-DJ4
478|8|42|Mini-video on ion size , Periodic table , Chemistry , Khan Academy|2009-09-04T20:30:11Z|Videos on chemistry (roughly covering a first-year high school or college course).|HBi8xjMchZc
479|8|43|Keq intuition , Chemical equilibrium , Chemistry , Khan Academy|2009-09-04T22:53:36Z|Videos on chemistry (roughly covering a first-year high school or college course).|ONBJo7dXJm8
480|8|44|Keq derivation intuition , Chemical equilibrium , Chemistry , Khan Academy|2009-09-08T15:56:59Z|Videos on chemistry (roughly covering a first-year high school or college course).|psLX080RQR8
481|8|45|Heterogeneous equilibrium , Chemical equilibrium , Chemistry , Khan Academy|2009-09-05T00:02:42Z|Videos on chemistry (roughly covering a first-year high school or college course).|TsXlTWgyItw
482|8|46|Le Chatelier's principle , Chemical equilibrium , Chemistry , Khan Academy|2009-09-05T03:21:36Z|Videos on chemistry (roughly covering a first-year high school or college course).|4-fEvpVNTlE
483|8|47|Introduction to pH, pOH, and pKw|2009-09-07T00:31:06Z|Videos on chemistry (roughly covering a first-year high school or college course).|2q4vSKwaBtw
484|8|48|Acid Base Introduction|2009-09-07T18:40:41Z|Videos on chemistry (roughly covering a first-year high school or college course).|vShCnTY1-T0
485|8|49|pH, pOH of strong acids and bases , Chemistry , Khan Academy|2009-09-07T20:03:10Z|Videos on chemistry (roughly covering a first-year high school or college course).|tS2YJPmKOFQ
486|8|50|pH of a Weak Acid|2009-09-07T21:00:00Z|Videos on chemistry (roughly covering a first-year high school or college course).|dencuBNp_Ck
487|8|51|pH of a Weak Base|2009-09-07T22:01:53Z|Videos on chemistry (roughly covering a first-year high school or college course).|gDJtOIxDu78
488|8|52|Conjugate acids and bases|2009-09-08T18:55:59Z|Videos on chemistry (roughly covering a first-year high school or college course).|0LM6wPpypxM
489|8|53|pKa and pKb relationship , Acids and bases , Chemistry , Khan Academy|2009-09-08T19:19:39Z|Videos on chemistry (roughly covering a first-year high school or college course).|3Gm4nAAc3zc
490|8|54|Buffers and Henderson-Hasselbalch , Chemistry , Khan Academy|2010-10-13T20:12:34Z|Videos on chemistry (roughly covering a first-year high school or college course).|LJmFbcaxDPE
491|8|55|Strong Acid Titration|2009-09-09T21:35:38Z|Videos on chemistry (roughly covering a first-year high school or college course).|299o6c-Fkz4
